"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2010","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$5,500.00","44"
"2010","0500","GENERAL ACCOUNTING OFFICE","GAO, EXCEPT COMPTROLLER GENERAL","0559","$5,235,614.38","55"
"2010","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$73,998,275.76","1,075"
"2010","1145","PEACE CORPS","PEACE CORPS","1145","$189,101,279.81","703"
"2010","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$13,223,055.03","161"
"2010","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$1,370,307,858.89","1,867"
"2010","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$361,602,828.29","7,231"
"2010","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$155,426,930.59","5,541"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$1,427,312,661.70","2,538"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$81,944,066.43","618"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$68,494,191.91","1,047"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$1,829,281,874.08","42,930"
"2010","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$196,421,725.43","5,415"
"2010","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$4,022,657.95","167"
"2010","1200","AGRICULTURE, DEPARTMENT OF","RISK MANAGEMENT AGENCY","12D4","-$19,476.42","5"
"2010","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$137,738,370.29","8,441"
"2010","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","1205","$497,906,210.25","4,955"
"2010","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$1,332,971,321.81","3,272"
"2010","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$505,443,710.18","4,996"
"2010","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$1,626,454,188.35","16,276"
"2010","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$53,958,115.07","877"
"2010","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$430,667,524.13","1,619"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$579,283,294.42","8,769"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$482,251,424.69","13,291"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$82,443,660.50","1,343"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$704,870,078.37","9,278"
"2010","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$359,278,367.34","8,795"
"2010","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$1,329,881,672.23","22,134"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$1,765,989,510.63","7,309"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","1406","$252,085,962.42","806"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$21,249,965.88","1,348"
