"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"1990","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$9,422,000.00","68"
"1990","1100","EXECUTIVE OFFICE OF THE PRESIDENT",,,"$0.00","3"
"1990","1145","PEACE CORPS","PEACE CORPS","1145","$9,423,000.00","113"
"1990","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AGENCY FOR INTERNATIONAL DEVELOPMENT","1152","$548,609,000.00","1,337"
"1990","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT",,,"$0.00","381"
"1990","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","1230","$69,714,000.00","979"
"1990","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE","1220","$26,536,000.00","153"
"1990","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","1242","$14,551,000.00","151"
"1990","1200","AGRICULTURE, DEPARTMENT OF","ECONOMICS MANAGEMENT STAFF","1259","$2,305,000.00","44"
"1990","1200","AGRICULTURE, DEPARTMENT OF","FARMERS HOME ADMINISTRATION","1236","$43,420,000.00","5,161"
"1990","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","1251","$22,723,000.00","89"
"1990","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","1252","$6,965,000.00","37"
"1990","1200","AGRICULTURE, DEPARTMENT OF","FOREIGN AGRICULTURAL SERVICE","1223","$2,129,000.00","6"
"1990","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF FINANCE AND MANAGEMENT","1217","$339,000.00","9"
"1990","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$1,413,000.00","30"
"1990","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INTERNATIONAL COOPERATION AND DEVELOPMENT","1224","$345,000.00","8"
"1990","1200","AGRICULTURE, DEPARTMENT OF","RURAL ELECTRIFICATION ADMINISTRATION","1237","$378,000.00","3"
"1990","1200","AGRICULTURE, DEPARTMENT OF","SOIL CONSERVATION SERVICE","1227","$86,721,000.00","855"
"1990","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF OPERATIONS","1215","$34,717,000.00","173"
"1990","1200","AGRICULTURE, DEPARTMENT OF",,,"$0.00","157"
"1990","1300","COMMERCE, DEPARTMENT OF","BUREAU OF ECONOMIC ANALYSIS","1321","$72,000.00","3"
"1990","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$10,983,000.00","118"
"1990","1300","COMMERCE, DEPARTMENT OF","ECONOMIC AFFAIRS","131E","$10,000.00","1"
"1990","1300","COMMERCE, DEPARTMENT OF","ECONOMIC DEVELOPMENT ADMINISTRATION","1325","$1,658,000.00","3"
"1990","1300","COMMERCE, DEPARTMENT OF","INTERNATIONAL TRADE ADMINISTRATION","1350","$4,792,000.00","22"
"1990","1300","COMMERCE, DEPARTMENT OF","MINORITY BUSINESS DEVELOPMENT AGENCY","1352","$1,565,000.00","10"
"1990","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$23,783,000.00","275"
"1990","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$130,768,000.00","1,185"
"1990","1300","COMMERCE, DEPARTMENT OF","NATIONAL TECHNICAL INFORMATION SERVICE","1342","$1,470,000.00","12"
"1990","1300","COMMERCE, DEPARTMENT OF","NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION","1335","$557,000.00","8"
"1990","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$7,918,000.00","66"
"1990","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$46,516,000.00","110"
