"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2007","0300","LIBRARY OF CONGRESS","R612","INFORMATION RETRIEVAL","$0.00","5"
"2007","0500","GENERAL ACCOUNTING OFFICE","R612","INFORMATION RETRIEVAL","$171,275.00","1"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2310","PASSENGER MOTOR VEHICLES","$59,520.00","10"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$58,046.01","2"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2590","MISCELLANEOUS VEHICULAR COMPONENTS","$3,300.00","1"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$146,765.29","20"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3920","MAT HANDLING EQ - NONSELF-PROPELLED","$6,701.60","1"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$9,585.65","2"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5815","TELETYPE AND FACSIMILE EQUIPMENT","$0.00","3"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5820","RADIO TV EQ EXCEPT AIRBORNE","$11,805.07","2"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5895","MISC COMMUNICATION EQ","$44,416.56","1"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5999","MSC ELECT & ELECTRONIC COMPONENTS","$7,770.00","1"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$180,437.23","8"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6760","PHOTOGRAPHIC EQ & ACCESSORIES","$30,483.22","6"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$52,990.50","4"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$191,822.69","4"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$135,854.20","2"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$3,564,057.99","89"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$272,282.84","15"
"2007","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$19,307.02","2"
