"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1998","0300","LIBRARY OF CONGRESS","R612","INFORMATION RETRIEVAL","$0.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2310","PASSENGER MOTOR VEHICLES","$34,000.00","2"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$288,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$1,702,000.00","9"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$29,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$2,478,000.00","21"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$237,000.00","2"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7022","ADP CENTRAL PROCESSING UNIT-HYBRID","$84,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$365,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$506,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$284,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7450","OFFICE SOUND RECORDING REPRO MACH","$223,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7490","MISCELLANEOUS OFFICE MACHINES","$186,000.00","3"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","8710","FORAGE AND FEED","$399,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$4,476,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","$162,000.00","4"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$11,039,000.00","38"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$914,000.00","7"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D304","ADP SVCS/TELECOMM & TRANSMISSION","$1,608,000.00","8"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$1,099,000.00","12"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D308","PROGRAMMING SERVICES","-$78,000.00","2"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$154,000.00","4"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$1,027,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$125,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J074","MAINT-REP OF OFFICE MACHINES","$411,000.00","8"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R603","TRANSCRIPTION SERVICES","$296,000.00","1"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R704","AUDITING SERVICES","$29,000.00","2"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S206","GUARD SERVICES","$701,000.00","5"
"1998","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X224","LEASE-RENT OF PARKING FACILITIES","$60,000.00","2"
"1998","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$62,000.00","1"
