"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2011","0300","LIBRARY OF CONGRESS","R605","LIBRARY SERVICES","$0.00","24"
"2011","0300","LIBRARY OF CONGRESS","R612","INFORMATION RETRIEVAL","$0.00","6"
"2011","0500","GENERAL ACCOUNTING OFFICE","5340","HARDWARE","$0.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","5820","RADIO TV EQ EXCEPT AIRBORNE","$4,370.97","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","7125","CABINETS LOCKERS BINS & SHELVING","$2,189.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","AD21","SERVICES (BASIC)","$3,855,000.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$479,059.47","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","C111","BLDGS & FAC / ADMIN & SVC BLDGS","$5,885,230.51","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","D309","ADP INF, BROADCAST & DIST SVCS","$0.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","F999","OTHER ENVIR SVC/STUD/SUP","$969,880.08","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","Q526","MEDICAL/PSYCH CONSULTATION SVCS","$6,000.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","$63,436.00","6"
"2011","0500","GENERAL ACCOUNTING OFFICE","R418","LEGAL SERVICES","$202,540.85","6"
"2011","0500","GENERAL ACCOUNTING OFFICE","R419","EDUCATIONAL SERVICES","$0.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R499","OTHER PROFESSIONAL SERVICES","$352,977.00","3"
"2011","0500","GENERAL ACCOUNTING OFFICE","R605","LIBRARY SERVICES","$58,710.71","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R612","INFORMATION RETRIEVAL","$764,535.11","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$90,000.00","6"
"2011","0500","GENERAL ACCOUNTING OFFICE","R702","DATA COLLECTION SERVICES","$0.00","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$118,246.80","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","R799","OTHER MANAGEMENT SUPPORT SERVICES","-$29,654.90","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","S111","GAS SERVICES","$337,143.27","1"
"2011","0500","GENERAL ACCOUNTING OFFICE","V251","CIVILIAN PERSONNEL RECRUITMENT","$28,262.40","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1005","GUNS, THROUGH 30 MM","$715.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","1305","AMMUNITION, THROUGH 30 MM","$428.02","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2310","PASSENGER MOTOR VEHICLES","$460,608.26","31"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$128,705.26","11"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3685","SPECIAL METAL CONTAINER MFG MACH","-$448.89","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3693","INDUSTRIAL ASSEMBLY MACHINES","$8,532.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$11,325.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4240","SAFETY AND RESCUE EQUIPMENT","$13,450.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4940","MISC MAINT EQ","-$8,689.57","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$343,714.50","17"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5815","TELETYPE AND FACSIMILE EQUIPMENT","-$912.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5930","SWITCHES","$6,000.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5975","ELECTRICAL HARDWARE AND SUPPLIES","$3,654.90","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6140","BATTERIES, RECHARGEABLE","$11,397.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$58,967.03","4"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6710","CAMERAS, MOTION PICTURE","$9,226.56","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6750","PHOTOGRAPHIC SUPPLIES","$5,270.00","3"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6760","PHOTOGRAPHIC EQ & ACCESSORIES","$14,983.45","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6910","TRAINING AIDS","$7,065.23","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6940","COMMUNICATION TRAINING DEVICES","$0.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$68,422.27","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","-$36,413.22","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7022","ADP CENTRAL PROCESSING UNIT-HYBRID","-$11,534.91","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$222,670.95","7"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$4,143,376.81","109"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$4,117,223.13","27"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$31,820.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7045","ADP SUPPLIES","$1,775,755.70","18"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7050","ADP COMPONENTS","$3,252,804.23","23"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$862,344.78","35"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7195","MISC FURNITURE & FIXTURES","$7,271.00","3"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7210","HOUSEHOLD FURNISHINGS","$37,583.11","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7330","KITCHEN HAND TOOLS AND UTENSILS","$6,300.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7435","OFFICE INFORMATION SYSTEM EQUIPMENT","$241,717.51","20"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7460","VISIBLE RECORD EQUIPMENT","$3,225.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7490","MISCELLANEOUS OFFICE MACHINES","$123,052.66","10"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7510","OFFICE SUPPLIES","$0.00","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7530","STATIONERY AND RECORD FORMS","$0.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7610","BOOKS AND PAMPHLETS","$9,382.81","6"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7630","NEWSPAPERS AND PERIODICALS","$796,446.44","67"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7690","MISCELLANEOUS PRINTED MATTER","$43,500.00","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","8305","TEXTILE FABRICS","$5,089.86","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9915","COLLECTORS AND/OR HISTORICAL ITEMS","$10,168.75","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9999","MISCELLANEOUS ITEMS","$32,051.78","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD21","SERVICES (BASIC)","$5,000.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD23","SERVICES (ADVANCED)","$2,959.13","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD26","SERVICES (MANAGEMENT/SUPPORT)","$5,137.60","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","-$25,603.38","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$18,678,085.90","31"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$3,662,477.16","14"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D304","ADP SVCS/TELECOMM & TRANSMISSION","$1,417,295.04","33"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D305","ADP TELEPROCESSING & TIMESHARE","$797,245.93","8"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$1,420,957.00","8"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D307","AUTOMATED INFORMATION SYSTEM SVCS","$1,879,123.94","22"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","-$6,570.00","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D310","ADP BACKUP AND SECURITY SERVICES","$50,778.69","2"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D313","COMPUTER AIDED DESGN/MFG SVCS","$7,497.95","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D314","ADP ACQUISITION SUP SVCS","$6,588,706.79","15"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D316","TELECOMMUNICATION NETWORK MGMT SVCS","$311,078.27","14"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$2,493,907.84","86"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$3,486,333.42","12"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","G008","OTHER GOVERNMENT INSURANCE PROGRAMS","$20,666.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","H274","EQ TEST SVCS/OFFICE MACHINES","-$5,025.91","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J023","MAINT-REP OF VEHICLES-TRAILERS-CYC","$0.00","1"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J063","MAINT-REP OF ALARM & SIGNAL SYSTEM","$1,737.88","3"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$1,281,530.47","6"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J074","MAINT-REP OF OFFICE MACHINES","$101,801.44","42"
