"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2004","0300","LIBRARY OF CONGRESS","R612","INFORMATION RETRIEVAL","$0.00","11"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$110,076.00","2"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$519,431.02","11"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4240","SAFETY AND RESCUE EQUIPMENT","$79,039.40","2"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$105,764.99","3"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5810","COMM SECURITY EQ & COMPS","$19,616.35","1"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5975","ELECTRICAL HARDWARE AND SUPPLIES","$5,903.62","1"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$115,708.00","3"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6710","CAMERAS, MOTION PICTURE","$42,626.00","1"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6760","PHOTOGRAPHIC EQ & ACCESSORIES","$31,393.70","1"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$4,151,282.70","39"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$1,163,852.35","8"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$1,505,819.38","24"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$274,470.30","4"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7045","ADP SUPPLIES","$290,292.00","4"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7050","ADP COMPONENTS","$216,434.31","5"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$274,683.71","5"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7460","VISIBLE RECORD EQUIPMENT","$118,637.00","1"
"2004","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7510","OFFICE SUPPLIES","$60,000.00","1"
