"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2010","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$5,500.00","15"
"2010","0500","GENERAL ACCOUNTING OFFICE","GAO, EXCEPT COMPTROLLER GENERAL","0559","$5,091,835.94","51"
"2010","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$54,515,678.91","602"
"2010","1145","PEACE CORPS","PEACE CORPS","1145","$18,025,493.79","446"
"2010","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$13,223,055.03","161"
"2010","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$1,576,752.40","266"
"2010","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$280,210,270.99","2,935"
"2010","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$89,182,725.08","2,718"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$122,068,785.55","661"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$79,116,626.35","541"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$53,376,996.33","696"
"2010","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$1,603,144,616.39","33,490"
"2010","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$173,139,061.52","4,194"
"2010","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$1,592,918.43","81"
"2010","1200","AGRICULTURE, DEPARTMENT OF","RISK MANAGEMENT AGENCY","12D4","-$6,298.03","2"
"2010","1200","AGRICULTURE, DEPARTMENT OF","RURAL HOUSING SERVICE","12E3","$134,861,737.84","8,035"
"2010","1200","AGRICULTURE, DEPARTMENT OF","USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","1205","$357,572,480.90","1,982"
"2010","1300","COMMERCE, DEPARTMENT OF","BUREAU OF THE CENSUS","1323","$1,230,075,510.12","2,402"
"2010","1300","COMMERCE, DEPARTMENT OF","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1341","$359,200,952.01","2,749"
"2010","1300","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","1330","$1,297,168,883.04","9,769"
"2010","1300","COMMERCE, DEPARTMENT OF","OFFICE OF THE SECRETARY","1301","$50,185,477.77","741"
"2010","1300","COMMERCE, DEPARTMENT OF","PATENT AND TRADEMARK OFFICE","1344","$239,519,294.65","1,120"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF INDIAN AFFAIRS","1450","$495,763,359.46","5,232"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","1422","$388,081,227.34","9,729"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF OCEAN ENERGY MANAGEMENT","1435","$73,091,796.06","1,040"
"2010","1400","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","1425","$574,053,606.91","5,826"
"2010","1400","INTERIOR, DEPARTMENT OF THE","GEOLOGICAL SURVEY","1434","$255,615,865.92","5,281"
"2010","1400","INTERIOR, DEPARTMENT OF THE","NATIONAL PARK SERVICE","1443","$1,151,063,581.86","11,911"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, BUDGET AND ADMINISTRATION","1406","$1,694,997,637.20","6,233"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF POLICY, MANAGEMENT, AND BUDGET","1406","$189,000,200.89","588"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","1438","$19,636,632.41","1,199"
"2010","1400","INTERIOR, DEPARTMENT OF THE","OFFICE OF THE INSPECTOR GENERAL","1404","$376,609.03","20"
"2010","1400","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","1448","$503,089,437.69","10,489"
"2010","1500","JUSTICE, DEPARTMENT OF","ATF ACQUISITION AND PROPERTY MGMT DIV","1560","$200,641,144.39","5,210"
"2010","1500","JUSTICE, DEPARTMENT OF","DRUG ENFORCEMENT ADMINISTRATION","1524","$417,993,359.27","19,618"
"2010","1500","JUSTICE, DEPARTMENT OF","FEDERAL BUREAU OF INVESTIGATION","1549","$1,091,697,102.92","1,446"
"2010","1500","JUSTICE, DEPARTMENT OF","FEDERAL PRISON SYSTEM","1540","$1,708,492,240.17","35,161"
"2010","1500","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","1550","$99,673,168.10","622"
"2010","1500","JUSTICE, DEPARTMENT OF","OFFICES, BOARDS AND DIVISIONS","1501","$1,110,702,827.41","6,210"
"2010","1500","JUSTICE, DEPARTMENT OF","U.S. MARSHALS SERVICE","1544","$479,689,552.59","2,918"
"2010","1600","LABOR, DEPARTMENT OF","BUREAU OF LABOR STATISTICS","1625","$55,195,033.38","497"
"2010","1600","LABOR, DEPARTMENT OF","EMPLOYMENT AND TRAINING ADMINISTRATION","1630","$1,296,830,637.56","1,790"
"2010","1600","LABOR, DEPARTMENT OF","EMPLOYMENT STANDARDS ADMINISTRATION","1635","$38,323.00","4"
"2010","1600","LABOR, DEPARTMENT OF","MINE SAFETY AND HEALTH ADMINISTRATION","1645","$19,475,717.13","1,028"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1604","$7,798,263.01","158"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF JOB CORPS","1631","$2,533,275.00","7"
"2010","1600","LABOR, DEPARTMENT OF","OFFICE OF THE ASSISTANT SECRETARY FOR ADMIN AND MANAGEMENT","1605","$784,464,957.04","4,438"
"2010","1665","PENSION BENEFIT GUARANTY CORPORATION","PENSION BENEFIT GUARANTY CORPORATION","1665","$257,169,979.00","1,082"
"2010","1900","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","1900","$6,462,860,850.37","38,874"
"2010","19BM","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","INTERNATIONAL BOUNDARY AND WATER COMMISSION: U.S.-MEXICO","19BM","$196,998,263.39","523"
"2010","2000","TREASURY, DEPARTMENT OF THE","ALCOHOL AND TOBACCO TAX AND TRADE BUREAU","2022","$7,552,228.34","3"
"2010","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF ENGRAVING AND PRINTING","2041","$126,510,186.11","532"
"2010","2000","TREASURY, DEPARTMENT OF THE","BUREAU OF THE PUBLIC DEBT","2036","$194,506,254.41","3,202"
"2010","2000","TREASURY, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","2001","$177,849,668.16","1,432"
"2010","2000","TREASURY, DEPARTMENT OF THE","FINANCIAL CRIME ENFORCEMENT NETWORK","2026","$5,557,783.73","59"
