"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2009","0300","LIBRARY OF CONGRESS","R605","LIBRARY SERVICES","$0.00","2"
"2009","0300","LIBRARY OF CONGRESS","R612","INFORMATION RETRIEVAL","$81,789.00","14"
"2009","0500","GENERAL ACCOUNTING OFFICE","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ","$3,340.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$135,000.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","AD21","SERVICES (BASIC)","$616,912.00","3"
"2009","0500","GENERAL ACCOUNTING OFFICE","AD26","SERVICES (MANAGEMENT/SUPPORT)","$517,058.62","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$2,500.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","B546","STUDY/SECURITY (PHYSICAL & PERSONAL","$0.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","R418","LEGAL SERVICES","$3,115.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","S203","FOOD SERVICES","$0.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","S206","GUARD SERVICES","$0.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","U004","SCIENTIFIC AND MANAGEMENT EDUCATION","$2,500.00","1"
"2009","0500","GENERAL ACCOUNTING OFFICE","V302","TRAVEL AGENT SERVICES","$0.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2310","PASSENGER MOTOR VEHICLES","-$12,327.89","16"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","2320","TRUCKS AND TRUCK TRACTORS, WHEELED","$53,142.65","3"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$54,504.12","8"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3930","WAREHOUSE TRKS & TRACTORS SELF-PROP","$9,500.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4240","SAFETY AND RESCUE EQUIPMENT","$93,750.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4730","FITTINGS - HOSE PIPE & TUBE","$76,635.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","4940","MISC MAINT EQ","$17,599.98","3"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$2,956.69","4"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5815","TELETYPE AND FACSIMILE EQUIPMENT","-$2,489.41","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5820","RADIO TV EQ EXCEPT AIRBORNE","$12,141.69","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5895","MISC COMMUNICATION EQ","$30,554.56","3"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5930","SWITCHES","$6,000.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6015","FIBER OPTIC CABLES","$3,564.17","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$74,647.51","13"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6710","CAMERAS, MOTION PICTURE","$69,093.25","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6720","CAMERAS, STILL PICTURE","$14,415.00","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6760","PHOTOGRAPHIC EQ & ACCESSORIES","$29,133.80","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$2,683,943.80","14"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$73,559.17","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7022","ADP CENTRAL PROCESSING UNIT-HYBRID","$28,940.13","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$114,121.88","3"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$5,166,661.99","127"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$413,702.36","21"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7045","ADP SUPPLIES","$452,878.17","5"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7050","ADP COMPONENTS","$919,402.54","29"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7105","HOUSEHOLD FURNITURE","-$1,317.75","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$1,405,572.32","50"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7125","CABINETS LOCKERS BINS & SHELVING","$21,137.00","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7220","FLOOR COVERINGS","$24,315.36","3"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7230","DRAPERIES, AWNINGS, AND SHADES","-$318.77","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7290","MSC HOUSEHOLD FURNISHINGS APPLIANCE","$4,950.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7435","OFFICE INFORMATION SYSTEM EQUIPMENT","$609,418.15","11"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7460","VISIBLE RECORD EQUIPMENT","$5,621.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7490","MISCELLANEOUS OFFICE MACHINES","$249,848.55","20"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7510","OFFICE SUPPLIES","$92,596.60","7"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7610","BOOKS AND PAMPHLETS","$130,381.34","12"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7630","NEWSPAPERS AND PERIODICALS","$555,261.19","32"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7690","MISCELLANEOUS PRINTED MATTER","$25,300.00","5"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7730","PHONOGRAPH,RADIO & TV-HOME TYPE","$24,000.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","8305","TEXTILE FABRICS","-$5,130.28","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","9999","MISCELLANEOUS ITEMS","$384,833.28","22"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD21","SERVICES (BASIC)","$2,095,069.00","4"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","AD23","SERVICES (ADVANCED)","$76,590.57","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B537","MEDICAL AND HEALTH STUDIES","$25,000.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B547","STUDY/ACCOUNTING/FINANCIAL MGT","$172,562.56","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B599","OTHER SPECIAL STUDIES AND ANALYSES","$0.00","2"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","C118","RESEARCH AND DEVELOPMENT FACILITIES","$0.00","1"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$19,696,368.35","21"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$1,950,578.22","13"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D304","ADP SVCS/TELECOMM & TRANSMISSION","$479,918.53","33"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$2,493,782.77","19"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D307","AUTOMATED INFORMATION SYSTEM SVCS","$82,829.60","21"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D308","PROGRAMMING SERVICES","$481,797.81","10"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$230,467.85","8"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D314","ADP ACQUISITION SUP SVCS","$7,114,507.98","15"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D316","TELECOMMUNICATION NETWORK MGMT SVCS","$162,423.53","15"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$2,712,997.26","107"
"2009","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$5,203,712.26","17"
