"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$118,000.00","3"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5805","TELEPHONE AND TELEGRAPH EQUIPMENT","$884,000.00","8"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","6350","MISC ALARM, SIGNAL, SEC SYSTEMS","$33,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$305,000.00","5"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$251,000.00","8"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7021","ADP CENTRAL PROCESSING UNIT-DIGITAL","$236,000.00","5"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$409,000.00","9"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$103,000.00","3"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$173,000.00","2"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7050","ADP COMPONENTS","$342,000.00","5"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7450","OFFICE SOUND RECORDING REPRO MACH","$88,000.00","2"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7610","BOOKS AND PAMPHLETS","$76,000.00","3"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","B506","STUDY/DATA - OTHER THAN SCIENTIFIC","$150,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$5,171,000.00","11"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$427,000.00","9"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D306","ADP SYSTEMS ANALYSIS SERVICES","$586,000.00","8"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D307","AUTOMATED INFORMATION SYSTEM SVCS","$138,000.00","3"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D308","PROGRAMMING SERVICES","$654,000.00","2"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$70,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D311","ADP DATA CONVERSION SERVICES","$81,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$704,000.00","4"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","G099","OTHER SOCIAL SERVICES","$43,000.00","4"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$449,000.00","5"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$1,465,000.00","6"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R415","PROF SVCS/TECH SHARING-UTIL","$69,000.00","3"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R422","MARKET RESEARCH & PUBLIC OPINION SE","$118,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R499","OTHER PROFESSIONAL SERVICES","$385,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R612","INFORMATION RETRIEVAL","$32,000.00","1"
"1995","1100","EXECUTIVE OFFICE OF THE PRESIDENT","S206","GUARD SERVICES","$502,000.00","2"
"1995","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$143,000.00","2"
"1995","1145","PEACE CORPS","3610","PRINTING,DUPLICATING & BOOKBIND EQ","$58,000.00","2"
"1995","1145","PEACE CORPS","7030","ADP SOFTWARE","$31,000.00","1"
"1995","1145","PEACE CORPS","7035","ADP SUPPORT EQUIPMENT","$179,000.00","2"
"1995","1145","PEACE CORPS","7050","ADP COMPONENTS","$175,000.00","1"
"1995","1145","PEACE CORPS","7610","BOOKS AND PAMPHLETS","$93,000.00","2"
"1995","1145","PEACE CORPS","7630","NEWSPAPERS AND PERIODICALS","-$618,000.00","1"
"1995","1145","PEACE CORPS","8945","FOOD, OILS AND FATS","$37,000.00","1"
"1995","1145","PEACE CORPS","D301","ADP FACILITY MANAGEMENT","$160,000.00","4"
"1995","1145","PEACE CORPS","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$105,000.00","3"
"1995","1145","PEACE CORPS","Q201","GENERAL HEALTH CARE SERVICES","$575,000.00","16"
"1995","1145","PEACE CORPS","Q401","NURSING SERVICES","$172,000.00","5"
"1995","1145","PEACE CORPS","R420","CERTIFICATIONS & ACCREDIT PROD & IN","$57,000.00","2"
"1995","1145","PEACE CORPS","R497","PERSONAL SERVICES CONTRACTS","$1,940,000.00","38"
"1995","1145","PEACE CORPS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$245,000.00","6"
"1995","1145","PEACE CORPS","R701","ADVERTISING SERVICES","$311,000.00","4"
"1995","1145","PEACE CORPS","R799","OTHER MANAGEMENT SUPPORT SERVICES","$620,000.00","2"
"1995","1145","PEACE CORPS","S201","CUSTODIAL JANITORIAL SERVICES","$26,000.00","1"
"1995","1145","PEACE CORPS","S206","GUARD SERVICES","$140,000.00","2"
"1995","1145","PEACE CORPS","S211","SURVEILLANCE SERVICES","$32,000.00","1"
"1995","1145","PEACE CORPS","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$154,000.00","3"
"1995","1145","PEACE CORPS","U006","VOCATIONAL/TECHNICAL","$1,996,000.00","8"
"1995","1145","PEACE CORPS","U008","TRAINING/CURRICULUM DEVELOPMENT","$19,000.00","1"
"1995","1145","PEACE CORPS","V231","LODGING - HOTEL/MOTEL","$663,000.00","10"
"1995","1145","PEACE CORPS","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$1,111,000.00","28"
"1995","1145","PEACE CORPS","X161","LEASE-RENT OF FAMILY HOUSING","$217,000.00","8"
"1995","1145","PEACE CORPS","Z139","MAINT-REP-ALT/OTHER EDUCATIONAL BLD","$215,000.00","5"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2310","PASSENGER MOTOR VEHICLES","$653,000.00","8"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$232,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","2590","MISCELLANEOUS VEHICULAR COMPONENTS","-$325,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","3895","MISC CONTRUCT EQ","$804,000.00","3"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","4240","SAFETY AND RESCUE EQUIPMENT","$267,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5680","MISC CONTRUCT MATERIALS","$1,426,000.00","5"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5810","COMM SECURITY EQ & COMPS","$231,000.00","3"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","5999","MSC ELECT & ELECTRONIC COMPONENTS","$462,000.00","2"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6515","MED & SURGICAL INSTRUMENTS,EQ & SUP","$22,600,000.00","12"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6545","MEDICAL SETS KITS & OUTFITS","$267,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","6840","PEST CONT AGENTS & DISINFECTANTS","$158,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7010","ADPE SYSTEM CONFIGURATION","$7,262,000.00","16"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7021","ADP CENTRAL PROCESSING UNIT-DIGITAL","$6,795,000.00","8"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$59,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$117,000.00","4"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7050","ADP COMPONENTS","$408,000.00","5"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7210","HOUSEHOLD FURNISHINGS","$566,000.00","5"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7490","MISCELLANEOUS OFFICE MACHINES","$144,000.00","3"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7510","OFFICE SUPPLIES","$6,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","7610","BOOKS AND PAMPHLETS","$136,000.00","2"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","8340","TENTS AND TARPAULINS","$149,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","9330","PLASTICS FABRICATED MATERIALS","$1,473,000.00","5"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA14","R&D-INSECT & DIS CONT-ENG DEV","$1,000,000.00","1"
"1995","1152","AGENCY FOR INTERNATIONAL DEVELOPMENT","AA34","R&D-AGRI PRODUCTION-ENG DEV","$83,000.00","2"
