"Fiscal Year","Contracting Department ID","Contracting Department Name","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","5810","COMM SECURITY EQ & COMPS","$24,000.00","2"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7010","ADPE SYSTEM CONFIGURATION","$2,275,000.00","8"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$335,000.00","7"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7021","ADP CENTRAL PROCESSING UNIT-DIGITAL","$810,000.00","3"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$645,000.00","2"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7030","ADP SOFTWARE","$464,000.00","11"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7035","ADP SUPPORT EQUIPMENT","$105,000.00","3"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7042","MINI & MICRO COMPUTER CONT DEVICES","$170,000.00","2"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7110","OFFICE FURNITURE","$210,000.00","4"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7450","OFFICE SOUND RECORDING REPRO MACH","$65,000.00","2"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","7460","VISIBLE RECORD EQUIPMENT","$51,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","C116","RESIDENTIAL BUILDINGS","$71,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D301","ADP FACILITY MANAGEMENT","$4,185,000.00","11"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D302","ADP SYSTEMS DEVELOPMENT SERVICES","$995,000.00","6"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D309","ADP INF, BROADCAST & DIST SVCS","$25,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D317","AUTO NEWS, DATA & OTHER SVCS","$77,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","D399","OTHER ADP & TELECOMMUNICATIONS SVCS","$1,287,000.00","5"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","F999","OTHER ENVIR SVC/STUD/SUP","$176,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","J070","MAINT-REP OF ADP EQ & SUPPLIES","$831,000.00","7"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","$611,000.00","3"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R415","PROF SVCS/TECH SHARING-UTIL","$105,000.00","3"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R422","MARKET RESEARCH & PUBLIC OPINION SE","$48,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R499","OTHER PROFESSIONAL SERVICES","$298,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","R604","MAILING AND DISTRIBUTION SERVICES","$525,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","W070","LEASE-RENT OF ADP EQ & SUPPLIES","$736,000.00","5"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","W074","LEASE-RENT OF OFFICE MACHINES","$347,000.00","6"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X111","LEASE/RENTAL OF OFFICE BUILDINGS","$44,000.00","2"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","X224","LEASE-RENT OF PARKING FACILITIES","$34,000.00","1"
"1991","1100","EXECUTIVE OFFICE OF THE PRESIDENT","Z249","MAINT-REP-ALT/OTHER UTILITIES","$174,000.00","3"
"1991","1145","PEACE CORPS","2310","PASSENGER MOTOR VEHICLES","$358,000.00","6"
"1991","1145","PEACE CORPS","2340","MOTORCYCLE,MOTOR SCOOTERS & BIKES","$88,000.00","2"
"1991","1145","PEACE CORPS","7020","ADP CENTRAL PROCESSING UNIT-ANALOG","$49,000.00","1"
"1991","1145","PEACE CORPS","7025","ADP INPUT/OUTPUT & STORAGE DEVICES","$257,000.00","4"
"1991","1145","PEACE CORPS","7050","ADP COMPONENTS","$30,000.00","1"
"1991","1145","PEACE CORPS","7610","BOOKS AND PAMPHLETS","$457,000.00","9"
"1991","1145","PEACE CORPS","7630","NEWSPAPERS AND PERIODICALS","$147,000.00","2"
"1991","1145","PEACE CORPS","D301","ADP FACILITY MANAGEMENT","$214,000.00","12"
"1991","1145","PEACE CORPS","Q201","GENERAL HEALTH CARE SERVICES","$30,000.00","1"
"1991","1145","PEACE CORPS","Q401","NURSING SERVICES","$416,000.00","12"
"1991","1145","PEACE CORPS","R407","PROGRAM EVALUATION SERVICES","$683,000.00","3"
"1991","1145","PEACE CORPS","R497","PERSONAL SERVICES CONTRACTS","$523,000.00","17"
"1991","1145","PEACE CORPS","R602","COURIER AND MESSENGER SERVICES","$31,000.00","3"
"1991","1145","PEACE CORPS","R604","MAILING AND DISTRIBUTION SERVICES","$255,000.00","5"
"1991","1145","PEACE CORPS","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$320,000.00","9"
"1991","1145","PEACE CORPS","R701","ADVERTISING SERVICES","$62,000.00","3"
"1991","1145","PEACE CORPS","R702","DATA COLLECTION SERVICES","$139,000.00","5"
"1991","1145","PEACE CORPS","R706","LOGISTICS SUPPORT SERVICES","$293,000.00","2"
