"Fiscal Year","Contracting Department ID","Contracting Department Name","Contracting Agency Name","Contracting Agency ID","Action Obligation","Actions"
"2011","0300","LIBRARY OF CONGRESS","LIBRARY OF CONGRESS","0300","$0.00","30"
"2011","0500","GENERAL ACCOUNTING OFFICE","GAO, EXCEPT COMPTROLLER GENERAL","0559","$13,124,491.27","32"
"2011","1100","EXECUTIVE OFFICE OF THE PRESIDENT","EXECUTIVE OFFICE OF THE PRESIDENT","1100","$70,176,082.22","1,033"
"2011","1145","PEACE CORPS","PEACE CORPS","1145","$70,737,944.35","545"
"2011","1153","UNITED STATES TRADE AND DEVELOPMENT AGENCY","UNITED STATES TRADE AND DEVELOPMENT AGENCY","1153","$11,399,590.03","98"
"2011","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","12K2","$1,309,145,652.13","1,462"
"2011","1200","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL RESEARCH SERVICE","12H2","$180,898,879.48","6,776"
"2011","1200","AGRICULTURE, DEPARTMENT OF","ANIMAL AND PLANT HEALTH INSPECTION SERVICE","12K3","$170,253,861.01","5,819"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","12D2","$1,435,861,131.43","2,721"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOOD AND NUTRITION SERVICE","12F2","$131,938,494.25","611"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOOD SAFETY AND INSPECTION SERVICE","12G2","$59,775,140.75","818"
"2011","1200","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","12C2","$1,303,164,442.94","41,102"
"2011","1200","AGRICULTURE, DEPARTMENT OF","NATURAL RESOURCES CONSERVATION SERVICE","12C3","$121,741,155.82","5,895"
"2011","1200","AGRICULTURE, DEPARTMENT OF","OFFICE OF INSPECTOR GENERAL","1204","$2,091,103.47","343"
"2011","1200","AGRICULTURE, DEPARTMENT OF","RISK MANAGEMENT AGENCY","12D4","-$625.59","1"
