vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	1	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CZE	CZECHIA	1	CZE	CZECH REPUBLIC	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	1	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	1	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MKD	NORTH MACEDONIA	1	MKD	MACEDONIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SWZ	ESWATINI	1	SWZ	SWAZILAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	1	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
fundingrequestingagencyid	fundingrequestingofficeid	MaxOfNewFKfunding_office_name	unmatched_name_count	PKOfficeName	any_name_match	PrimaryKeyTable
0559	050HSJ	US GAO HSJ TEAM	1	NULL	0	Office.OfficeID
1027	103276	FEDERAL JUDICIAL COMMTTEE	1	NULL	0	Office.OfficeID
1027	107103	US DISTRICT COURT, AR	1	US DISTRICT COURT	0	Office.OfficeID
1027	108409	US PROBATION OFFICE, UTAH	1	US PROBATION OFFICE	0	Office.OfficeID
12A4	1212A4	USDA, OFF OF HOMELAND SECURITY EMER	1	USDA, OFC OF HOMELAND SECURITY	0	Office.OfficeID
12A9	1212A9	USDA, NATIONAL APPEALS DIVISION	1	USDA, OFC OF HEARINGS&APPEALS	0	Office.OfficeID
12B0	1212B0	USDA, ASST SEC OF DEPT MGMT	1	USDA, ASST SEC FOR DEPTMENTAL ADMIN	0	Office.OfficeID
12B3	1212B3	USDA, OFF PROCUREMENT PROPERTY MGMT	1	USDA OFC CONTRACTING&PROCUREMENT	1	Office.OfficeID
12C2	120109	ALASKA REGIONAL OFFICE, R10	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120112	TONGASS NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120122	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	120261	BOISE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1202L3	SALMON AND CHALLIS NATIONAL FORESTS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1202WW	PAYETTE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	120349	TRAPPER CREEK JOB CORPS -BITTERROOT NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120398	CUSTER GALLATIN NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1203K0	LEWIS & CLARK NATIONAL FOREST	1	LEWIS&CLARK NATIONAL FOREST	0	Office.OfficeID
12C2	1203R6	LOLO NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	120467	MOUNT HOOD NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1204AM	USDA FS R6 WALLOWA WHITMAN NF	1	NULL	0	Office.OfficeID
12C2	1204AQ	USDA FS	1	NULL	0	Office.OfficeID
12C2	1204GG	DESCHUTES NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1204NJ	USDA  FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1204P5	FREMONT WINEMA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1204T8	WOLF CREEK JCCC	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1204TT	ANGELL JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1205K3	GIFFORD PINCHOT NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1205M6	MT BAKER SNOQUALMIE NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	120M96	PACIFIC NORTHWEST RESEARCH STATION	1	USDA  FS  PACIFIC NORTHWEST RES STA	0	Office.OfficeID
12C2	121484	WHITE MOUNTAIN NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	12231B	USDA FOREST SERVICE  NRS	1	NULL	0	Office.OfficeID
12C2	123187	USDA FOREST SERVICE	1	WASHINGTON OFFICE	0	Office.OfficeID
12C2	1232TE	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1232TJ	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1233GX	HARPERS FERRY JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	123434	MONONGAHELA NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1234YH	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1234YU	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	1234YY	USDA FOREST SERVICE	1	NULL	0	Office.OfficeID
12C2	124283	NATIONAL FORESTS IN FLORIDA	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1243N9	SOUTHERN REGION FIRE AVIATION	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	124670	FRANCIS MARION & SUMTER NATL FORESTS	1	FRANCIS MARION&SUMTER NATL FORESTS	0	Office.OfficeID
12C2	124763	JACOBS CREEK JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	124826	GREAT ONYX JOB CORPS CENTER	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	124870	LAND BETWEEN THE LAKES NRA	1	USDA FS	0	Office.OfficeID
12C2	1251A8	SHAWNEE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1252B1	HOOSIER NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	12531N	PINE KNOT JOB CORPS CCC	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1254A7	OTTAWA NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1254B0	HIAWATHA NATIONAL FOREST	1	USDA  US FOREST SERVICE	0	Office.OfficeID
12C2	1256A6	CHEQUAMEGON-NICOLET NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1265RA	PINE RIDGE JOB CORPS CCC	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1267T0	BLACK HILLS NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	127512	LINCOLN NATIONAL FOREST	1	USDA FS R3 SOUTHWESTERN REGION	0	Office.OfficeID
12C2	127B82	SOUTHERN RESEARCH STATION	1	NULL	0	Office.OfficeID
12C2	127DF5	NATIONAL FORESTS & GRASSLANDS IN TEXAS	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	127EAG	USDA FS	1	NULL	0	Office.OfficeID
12C2	127J07	OUACHITA CIVILIAN CONSERVATION CTR	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	127J18	OZARK/ST. FRANCIS NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	127J28	CASS JOB CORPS CENTER	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	128156	KAIBAB NATIONAL FOREST	1	FOREST SERVICE - GC DISPATCH CTR	0	Office.OfficeID
12C2	128173	APACHE-SITGREAVES NATIONAL FORESTS	1	USDA FS	0	Office.OfficeID
12C2	128191	PRESCOTT NATIONAL FOREST	1	USDA FS	0	Office.OfficeID
12C2	1282BH	PIKE AND SAN ISABEL NATIONAL FOREST	1	USDA  FOREST SERVICE	0	Office.OfficeID
12C2	1282CS	SAN JUAN NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1282E6	COLLBRAN JOB CORPS	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1282FT	ROCKY MTN RESEARCH STATION	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128371	SOUTHWESTERN REGIONAL OFFICE, REGION 3	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	128379	SANTA FE NATIONAL FOREST	1	USDA FOREST SERVICE	0	Office.OfficeID
12C2	1283D5	CIBOLA NATIONAL FOREST	1	USDA FS CIBOLA NATIONAL FOREST	0	Office.OfficeID
12C2	1284A0	UNITA-WASATCH-CACHE NATIONAL FOREST	1	USDA FOREST SVC  FOREST SUPVSR	0	Office.OfficeID
12C2	1284JC	GEOSPATIAL SERVICE & TECHNOLOGY CENTER	1	GEOSPATIAL SERVICE&TECHNOLOGY CENTER	0	Office.OfficeID
