recipient_country_code	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
NULL	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
0	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AFG	NULL	0	AFG	AFGHANISTAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AGO	NULL	0	AGO	ANGOLA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ALB	NULL	0	ALB	ALBANIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ARE	NULL	0	ARE	UNITED ARAB EMIRATES	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ARG	NULL	0	ARG	ARGENTINA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ARM	NULL	0	ARM	ARMENIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AUS	NULL	0	AUS	AUSTRALIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AUT	NULL	0	AUT	AUSTRIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AZE	NULL	0	AZE	AZERBAIJAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BDI	NULL	0	BDI	BURUNDI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BEL	NULL	0	BEL	BELGIUM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BEN	NULL	0	BEN	BENIN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BFA	NULL	0	BFA	BURKINA FASO	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BGD	NULL	0	BGD	BANGLADESH	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BGR	NULL	0	BGR	BULGARIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHR	NULL	0	BHR	BAHRAIN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	NULL	0	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BIH	NULL	0	BIH	BOSNIA AND HERZEGOVINA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BLR	NULL	0	BLR	BELARUS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BLZ	NULL	0	BLZ	BELIZE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	NULL	0	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BOL	NULL	0	BOL	BOLIVIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BRA	NULL	0	BRA	BRAZIL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BRAZIL	NULL	0	BRA	BRAZIL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BRB	NULL	0	BRB	BARBADOS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BWA	NULL	0	BWA	BOTSWANA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAN	NULL	0	CAN	CANADA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CANADA	NULL	0	CAN	CANADA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CHE	NULL	0	CHE	SWITZERLAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CHL	NULL	0	CHL	CHILE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CHN	NULL	0	CHN	CHINA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	NULL	0	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CMR	NULL	0	CMR	CAMEROON	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	NULL	0	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	NULL	0	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COK	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COL	NULL	0	COL	COLOMBIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	NULL	0	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CRI	NULL	0	CRI	COSTA RICA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	NULL	0	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYP	NULL	0	CYP	CYPRUS	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CZE	NULL	0	CZE	CZECH REPUBLIC	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
DEU	NULL	0	DEU	GERMANY	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
DJI	NULL	0	DJI	DJIBOUTI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
DNK	NULL	0	DNK	DENMARK	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
DOM	NULL	0	DOM	DOMINICAN REPUBLIC	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ECU	NULL	0	ECU	ECUADOR	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
EGY	NULL	0	EGY	EGYPT	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ESP	NULL	0	ESP	SPAIN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
EST	NULL	0	EST	ESTONIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ETH	NULL	0	ETH	ETHIOPIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FIN	NULL	0	FIN	FINLAND	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FJI	NULL	0	FJI	FIJI	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FRA	NULL	0	FRA	FRANCE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GAB	NULL	0	GAB	GABON	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	NULL	0	GBR	UNITED KINGDOM	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GEO	NULL	0	GEO	GEORGIA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
